pdf_page,printed_page,block,label,row_kind,dwelling,famiglie,present_mf,present_f,absent_mf,is_consistent,locality_it,circoscrizione_it,shabiya_en,shabiya_pcode,label_printed
130,63,1,"GRUPPO EL-HAUÀTEM . RAMo EL-RAUÀTEM ~~ et-Tèlla, Uàdi Turgùt el-Hauàtem Bu Sà- lima 1{",subtotal,st,62,247,120,,1,,,,,"GRUPPO EL-HAUÀTEM: . RAMo EL-RAUÀTEM: ~~ et-Tèlla, Uàdi Turgùt el-Hauàtem Bu Sà- lima st. 1{"
130,63,1,"et-Tèlla, er-Ràmla, Le mè, Renscìr Bu Ga mma, el-Abbà,r, Be lèma Henscìr el Mahàregh, Saghìet Lafzah . el-Rauàtem Ras el- Àin . . . . . . 47·1",locality,st,266,1005,,57,1,Saghìet Lafzah,,,,"et-Tèlla, er-Ràmla, Le mè, Renscìr Bu Ga mma, el-Abbà,r, Be lèma Henscìr el Mahàregh, Saghìet Lafzah . el-Rauàtem Ras el- Àin . . . . . . st. 47·1;"
130,63,1,"8 Bu Scialàma, Saghìet el-Maatiigh, Saghìet",locality,,,1,,,1,,,,,"8 Bu Scialàma, Saghìet el-Maatiigh, Saghìet"
130,63,1,"et-Trabèlsi, Sèned Gìràd Zuì el,Amariìu (d). 44<1",locality,st,125,,212,9,0,Sèned Giràd,tarhuna,Murqub,LY0210,"et-Trabèlsi, Sèned Gìràd Zuì el,Amariìu (d). st. 44<1,"
130,63,1,"RAMO EL-MARÀGHNA 36 Ràleg en-Nàga, Sa ghiet Daffàu, el-Ub beràt, Mèles Sugh, UllUlàiet Bu Gam ma, Ben Ramàma Maràgbnet Ras el Àìu (e). st",subtotal,st,365,1446,,9,1,,,,,"RAMO EL-MARÀGHNA: 36 Ràleg en-Nàga, Sa ghiet Daffàu, el-Ub beràt, Mèles Sugh, UllUlàiet Bu Gam ma, Ben Ramàma Maràgbnet Ras el Àìu (e). st."
130,63,1,"247 Gràret ez-Zan, Bir el Ghedim el-Rofra, el Bèda, Saghìet esc Scèlem, Tuilet - el Hàmra. Maràghuet el-Ohrègi st",locality,st,128,450,231,,1,,,,,"247 Gràret ez-Zan, Bir el Ghedim el-Rofra, el Bèda, Saghìet esc Scèlem, Tuilet - el Hàmra. Maràghuet el-Ohrègi st."
130,63,1,"OAB. MARABUTlOHE el-Rraghìb, Ohabbàsc, et-Tèlla, Bu Sèdra, Bu Dabàa Ulàd Bu Zed. . 9104 30",census_1931,st,209,,,6,0,,,,,"OAB. MARABUTlOHE : el-Rraghìb, Ohabbàsc, et-Tèlla, Bu Sèdra, Bu Dabàa Ulàd Bu Zed. . st. 9104;30"
130,63,1,"el-Lod es-Sràt, et-Tè L lla,Ohsèba Ulàd esc-Ursceffàni st",locality,st,62,257,117,3,1,el- Lod es-Sràt,tarhuna,Murqub,LY0210,"el-Lod es-Sràt, et-Tè L lla,Ohsèba Ulàd esc-Ursceffàni st."
130,63,1,"OAB. VARIE Ulàd All, er-Rgheghls, Mazàuga . . . . . Mazàughet er-Ra- gàgsa st",census_1931,st,39,159,74,5,1,,,,,"OAB. VARIE: Ulàd All, er-Rgheghls, Mazàuga . . . . . Mazàughet er-Ra- gàgsa st."
130,63,1,"Sìdi Ben Nur, Argùb Behìr, Saghìet el Arca. es-Suàlah. st",locality,st,90,322,162,8,1,,,,,"Sìdi Ben Nur, Argùb Behìr, Saghìet el Arca. es-Suàlah. st."
130,63,1,(1) ALTRI CENSITI. 337,quarter,st,,,661,,0,,,,,(1) ALTRI CENSITI. st. :337
130,63,1,"33~ L~9., ,<'l""~ . • I TERRITORIO DEGLI ULAD MA.À.RREF. • . ' . . . L944 8.0~ 3.'Ì'r.!fI",subtotal,,,,,88,0,,,,,"33~ L~9., ,<'l""~ . • ... I; TERRITORIO DEGLI ULAD MA.À.RREF. • . ' . . . L944 8.0~ 3.'Ì'r.!fI"
130,63,1,"Oens_ 1931 lO) 1.73~ 7.519 3 ~4.0 GRUPPO ULÀD M.AÀRREF RAMO ULAD MA.À.RREF Tuilèt Ghuèua, . esc Sceghèga,ItasMaàr ref, el-Ohabùl Bu Dèia . . . . Ulàd Maàrref . st",census_1931,st,206,811,370,,1,,,,,"Oens_ 1931 lO) 1.73~ 7.519 .. 3 •. ~4.0 GRUPPO ULÀD M.AÀRREF: RAMO ULAD MA.À.RREF: Tuilèt Ghuèua, . esc Sceghèga,ItasMaàr ref, el-Ohabùl Bu Dèia . . . . Ulàd Maàrref . st."
130,63,1,"Henscìr Gazàl, el - Aràied, et-Tèlla, Sciàabet el-Maggùz Ulàd lùnes • st",locality,st,90,,,,0,Henscìr Gazàl,tarhuna,Murqub,LY0210,"Henscìr Gazàl, el - Aràied, et-Tèlla, Sciàabet el-Maggùz Ulàd lùnes • st."
130,63,1,"RAMO EL-ABANÀT 1 Uesctàta, Sciàbet el . .,1, . Adùl, Ghìèb el-Bat tùma, el-Glurès, Zors Abanàt Miggi . '211 ' Fomm Digàu,et .Tèlla, AbùÌ""a, ed-Dèmga, el-Fergiama, Gilida Abauàt Abùra st",subtotal,st,,7491,365,,1,,,,,"RAMO EL-ABANÀT: 1 Uesctàta, Sciàbet el . .,1,;. Adùl, Ghìèb el-Bat tùma, el-Glurès, Zors Abanàt Miggi . ·.st. '211;' Fomm Digàu,et;.Tèlla, AbùÌ""a, ed-Dèmga, el-Fergiama, Gilida Abauàt Abùra st."
131,64,0,"3 4567 Segue TERRITORIO DEGLI ULAD MAARREF RAMo EL-MAZAUGA Saghiet Sidi Hamèd, Henscir Sauàu, ed Dàhar, Lèchem Mazàuga',Siàida (b). st",subtotal,st,128,555,261,2,1,,,,,"3 4567 Segue: TERRITORIO DEGLI ULAD MAARREF RAMo EL-MAZAUGA: Saghiet Sidi Hamèd, Henscir Sauàu, ed Dàhar, Lèchem Mazàuga',Siàida (b). st."
131,64,0,"CAB. MARABUTICHE , el-Ariàsc st",census_1931,st,55,216,107,,1,,,,,"CAB. MARABUTICHE: , el-Ariàsc st ."
131,64,0,es-Slamàt . st,locality,st,24,121,47,,1,,,,,es-Slamàt . st.
131,64,0,el-Camàmscia st,locality,st,75,343,162,3,1,,,,,el-Camàmscia st.
131,64,0,CAB. VARIE Fergiàn el-Gràra. st,census_1931,st,93,387,178,,1,,,,,CAB. VARIE: Fergiàn el-Gràra. st.
131,64,0,UlàdAllel-Garbiin(c) st,locality,st,292,1160,545,21,1,,,,,UlàdAllel-Garbiin(c) st.
131,64,0,I Ulàd Ali esc-Scer- ghiin (c) st,locality,st,259,1070,489,8,1,,,,,I Ulàd Ali esc-Scer- ghiin (c) st.
131,64,0,el-Burcàt Ibbàdi (d) st,locality,st,78,303,134,2,1,,,,,el-Burcàt Ibbàdi (d) st.
131,64,0,el-Abàbsa. -,locality,st,140,641,297,,1,,,,,el-Abàbsa. st. -
131,64,0,Neffàt 1,locality,st,96,353,166,11,1,,,,,Neffàt st.1
131,64,0,5.129 19.479,locality,,,,9432,735,0,,,,,5.129 19.479
131,64,0,TERRITORIO DEGLI ULAD MBÈLLEM . Censo 1931 (*) I,census_1931,,4230,17214,8163,,1,,,,,TERRITORIO DEGLI ULAD MBÈLLEM . Censo 1931 (*) I
131,64,0,"GRUPPO ULAD MSÈLLEM RAMO FERGIAN ED' DAUÙN U= el-Hàlfa, Bir Tuàfga, et-Tellla, el Mleàb, Uàdi Tguf, Zitùna, el-Garàa, el",subtotal,,,,,31,0,,,,,"GRUPPO ULAD MSÈLLEM : RAMO FERGIAN ED' DAUÙN: U= el-Hàlfa, Bir Tuàfga, et-Tellla, el Mleàb, Uàdi Tguf, Zitùna, el-Garàa, el"
131,64,0,Cheririb et-Tuàfga. (e) st,locality,st,359,1291,611,,1,Cririb,tarhuna,Murqub,LY0210,Cheririb et-Tuàfga. (e) st.
131,64,0,"Ben Agàba, Egghi Uèn, et-Tàlha, er Rubdiàt Bateha, Uàdi Suleimàn, Cri rib, Addària, Uàdi Izhàm, Bu Haiàd, Sidi Hemèdan er-Rmetàt (e) • st",locality,st,458,1661,792,65,1,,,,,"Ben Agàba, Egghi Uèn, et-Tàlha, er Rubdiàt Bateha, Uàdi Suleimàn, Cri rib, Addària, Uàdi Izhàm, Bu Haiàd, Sidi Hemèdan er-Rmetàt (e) • st."
131,64,0,"RAMO EL-MAHAnI el-Msed, Sciabet Aàied, Ras el-Addar, el",subtotal,,,,,111,0,,,,,"RAMO EL-MAHAnI: el-Msed, Sciabet Aàied, Ras el-Addar, el"
131,64,0,"Corom, Sidi Tàbet el-Guàzi st",census_1931,st,333,1279,613,,1,,,,,"Corom, Sidi Tàbet el-Guàzi st."
131,64,0,"ed-Dàuia, Lamùsa, Umm Sciumàch, esc-Sceredàt . st",locality,st,121,497,260,20,1,Umm Sciumàch,tarhuna,Murqub,LY0210,"ed-Dàuia, Lamùsa, Umm Sciumàch, esc-Sceredàt . st."
131,64,0,"Uàdi el-Mah Crèsc, el-Guèsra, ed",locality,,,,204,,0,el- Guèsra,tarhuna,Murqub,LY0210,"Uàdi el-Mah Crèsc, el-Guèsra, ed"
131,64,0,Dahùm . el-Chelebàt st,locality,st,107,409,,,1,Dahùm (eel-),tarhuna,Murqub,LY0210,Dahùm . el-Chelebàt st.
131,64,1,,locality,,,,,,0,,,,,
131,64,1,"Segue TERRITORIO DEGLI ULAD MBELLEM RAMO EL-GRARÀT Uàdi Turgùt, Sidi Ahmed Omran, Scè bet, Guasem, Argùb Làma el Graràt el Foghiin (e) st",subtotal,st,137,553,280,13,1,,,,,"Segue: TERRITORIO DEGLI ULAD MBELLEM RAMO EL-GRARÀT: Uàdi Turgùt, Sidi Ahmed Omran, Scè bet, Guasem, Argùb Làma el Graràt el Foghiin (e) st."
131,64,1,"Uàdi Turgùt, Sciàabet Ulàd Abdàlla, el Mutàref, Sidi Ieclèf, Ras el-Baccàr . el - Graràt el - Otiin (e) st",locality,st,89,,159,9,0,,,,,"Uàdi Turgùt, Sciàabet Ulàd Abdàlla, el Mutàref, Sidi Ieclèf, Ras el-Baccàr . el - Graràt el - Otiin (e) st."
131,64,1,"RAMO ED-DuÀIM U= el-Ghèraa, el Uèscha er-Rmùdia. el-Guàsem st",subtotal,st,140,,276,,0,,,,,"RAMO ED-DuÀIM: U= el-Ghèraa, el Uèscha er-Rmùdia. el-Guàsem st."
131,64,1,"el-Carramia, Umm Zlàs, et-Tèlla, Tara bùt, Saghiet Freg, el-Masciarich, el Gefàra, U= el Lèbed es-Suàuda. st",locality,st,265,1038,501,4,1,,,,,"el-Carramia, Umm Zlàs, et-Tèlla, Tara bùt, Saghiet Freg, el-Masciarich, el Gefàra, U= el Lèbed es-Suàuda. st."
131,64,1,"OAB. VARIE Umm el-Gedàri, es- Sèdna, er-Rhèm, U= el-Hàlfa, Tmarmùra Tahuàla, Ben Saedàn . . . . Ulàd Ahmèd (I). st",census_1931,st,461,1662,777,49,1,,,,,"OAB. VARIE: Umm el-Gedàri, es- Sèdna, er-Rhèm, U= el-Hàlfa, Tmarmùra Tahuàla, Ben Saedàn . . . . Ulàd Ahmèd (I). st."
131,64,1,"el-Metèlfa, Turgùt . el-Auàmer (g) • lO",locality,st,223,839,396,,1,el- Metèlfa,tarhuna,Murqub,LY0210,"el-Metèlfa, Turgùt . el-Auàmer (g) • st. lO"
131,64,1,"ed-Dechèla, Saghiet [ Sidi Mohàmed, Ben Sacràua, Ben Gehà, el-Mrègheb, Uàdi el I Menèsci, Bu Benia es-Scèchia. . . . . el-Hamàmla (h) st",locality,st,254,1070,525,29,1,,,,,"ed-Dechèla, Saghiet [ Sidi Mohàmed, Ben Sacràua, Ben Gehà, el-Mrègheb, Uàdi el I Menèsci, Bu Benia es-Scèchia. . . . . el-Hamàmla (h) st."
131,64,1,"ez-Zebia, Saghiet Zèd, Bir Cazàh. el-Auàsa st",locality,st,,242,130,30,1,Bir Cazàh,tarhuna,Murqub,LY0210,"ez-Zebia, Saghiet Zèd, Bir Cazàh. el-Auàsa st."
131,64,1,"el-Ghèria, Argùb esc Scèich, el-Mahàger, Uàdi Saria, Argùb el-Ghiz "" el-Arabiin st",locality,st,88,326,160,17,1,,,,,"el-Ghèria, Argùb esc Scèich, el-Mahàger, Uàdi Saria, Argùb el-Ghiz "" el-Arabiin st."
131,64,1,"Argùb el-Chbàr, ed Dechèla el-Abàdla . 4r",locality,st,,148,78,14,1,,,,,"Argùb el-Chbàr, ed Dechèla el-Abàdla . st. 4r"
131,64,1,"Dògà, et-Tèlla. . . . esc-Sciafàtra' ]62",locality,st,,717,339,6,1,,,,,"Dògà, et-Tèlla. . . . esc-Sciafàtra' st. ]62"
131,64,1,"Uàdi Tarùt, el-Auègia, Bu Tuil, el-Mèrgheb, el-Menèzla, Bir Auègia . Ulàd Tarhùn st",locality,st,191,772,353,11,1,,,,,"Uàdi Tarùt, el-Auègia, Bu Tuil, el-Mèrgheb, el-Menèzla, Bir Auègia . Ulàd Tarhùn st."
131,64,1,el-Charrùba. er-Rahaimia. st,locality,st,35,159,81,5,1,el- Charrùba,tarhuna,Murqub,LY0210,"el-Charrùba. er-Rahaimia. st,"
131,64,1,el-Charrùba. . . . . es-Smuàt . st,locality,st,24,108,60,5,1,el- Charrùba,tarhuna,Murqub,LY0210,el-Charrùba. . . . . es-Smuàt . st.
131,64,1,"el-Charrùba, et-Tèlla, Bir Auàd, el-AIem el-Cuanin. . . . . st",locality,st,137,498,251,26,1,,,,,"el-Charrùba, et-Tèlla, Bir Auàd, el-AIem el-Cuanin. . . . . st,"
131,64,1,"Hoder-Ròda, et-Tlèla. Ulàd Sidi Maà=er st",locality,st,115,403,202,6,1,,,,,"Hoder-Ròda, et-Tlèla. Ulàd Sidi Maà=er st."
131,64,1,"Ben Oherfah, Uàdi el-Gattàra. et-Tursciàn",locality,,80,309,153,12,1,,,,,"Ben Oherfah, Uàdi el-Gattàra. et-Tursciàn"
131,64,1,"Suèd Sidi Amàra, Suèd el-Gàrbi, Suèd Sugh el-Giùmaa, Bilgarà, Bùscibab . . . . . el-Masàbha",locality,,194,730,366,,1,,,,,"Suèd Sidi Amàra, Suèd el-Gàrbi, Suèd Sugh el-Giùmaa, Bilgarà, Bùscibab . . . . . el-Masàbha"
131,64,1,"el-Gheria Lod el""Hosc, ,el-Cazàna, Argùb Sònia, Argùb Tugh, Mahasciùba, el-Ga- hàda Duha. et-Tèlla. st",locality,st,219,839,414,29,1,,,,,"el-Gheria; Lod el""Hosc, ,el-Cazàna, Argùb Sònia, Argùb Tugh, Mahasciùba, el-Ga- hàda Duha. et-Tèlla. st."
131,64,1,"Seuèd er,Ràs, Fom Dràghen, Fom el Uàdi. . . . el-Gràgta . st",locality,st,78,277,119,10,1,,,,,"Seuèd er,Ràs, Fom Dràghen, Fom el Uàdi. . . . el-Gràgta . st."
131,64,1,"Sidi Ahàmed Dachil, Ulàd Mràbet, el Com Belgira, Com el-Lèged, Ben Agà ba, Saghiet Uascir. en - Naàgia Gi- bàrna (i) . st",locality,st,207,740,343,36,1,,,,,"Sidi Ahàmed Dachil, Ulàd Mràbet, el Com Belgira, Com el-Lèged, Ben Agà ba, Saghiet Uascir. en - Naàgia Gi- bàrna (i) . st."
131,64,1,"el-Lebedìa, Ras Cha bàsc, el-Aues . . . en N aàgia Ulàd Chàlifa . st",locality,st,116,395,196,32,1,Ras Chabàsc,tarhuna,Murqub,LY0210,"el-Lebedìa, Ras Cha bàsc, el-Aues . . . en N aàgia Ulàd Chàlifa . st."
131,64,1,"el-Gmèn, ed-Dechèla, Argùb Bu Midi, ez Zùaia, el-Ariga, Bu rèmtha, Umm Ge- làs. Abanàt Ulàd Msèl- lem st",locality,st,188,727,376,53,1,,,,,"el-Gmèn, ed-Dechèla, Argùb Bu Midi, ez Zùaia, el-Ariga, Bu rèmtha, Umm Ge- làs. Abanàt Ulàd Msèl- lem st."
131,64,1,16 U= Gelàs. el-Gelàs. st,locality,st,47,158,67,5,1,,,,,16 U= Gelàs. el-Gelàs. st.
132,65,0,"__ _ _______ ~ _ ___ ~_~ ___ ~~3~ __ 4 Segue TERRITORIO DEGLI ULÀD MSÈLLEM l'~''' -~~ Bu Muàdi, el-Buia, Hàleg el-Galla, Ras Sidi Bubàcher, el Mènla, Umm Solàt, el-Zedesciàt, el- Bè- niha . . . el-Azib _ . . st",subtotal,st,150,556,270,52,1,,,,,"__ _ _______ ~ _ ___ ~_~ ___ ~~3~ __ 4 Segue: TERRITORIO DEGLI ULÀD MSÈLLEM l'~''' -~~ Bu Muàdi, el-Buia, Hàleg el-Galla, Ras Sidi Bubàcher, el Mènla, Umm Solàt, el-Zedesciàt, el- Bè- niha . . . el-Azib _ . . st."
132,65,0,el-Uberàt. . ISRAELITI. . . st,quarter,st,22,95,50,,1,,,,,el-Uberàt. . ISRAELITI. . . st.
132,65,0,(I) ALTRI CENSITI. st,quarter,st,11,52,30,,1,,,,,(I) ALTRI CENSITI. st.
132,65,0,CIRCONDARIO DI ZLiTEN 10.609 39.007 19.320 TERRITORIO DI ZLiTEN UOST 4.044 14.986,subtotal,,,,7531,,0,,,,,CIRCONDARIO DI ZLiTEN 10.609 39.007 19.320 TERRITORIO DI ZLiTEN UOST 4.044 14.986
132,65,0,,locality,,,,,884,0,,,,,
132,65,0,"Ce'ns i931 .(*) 3,725 14,134",locality,,,,6961,,0,,,,,"Ce'ns: i931 .(*) 3,725 14,134"
132,65,0,st,locality,st,24,96,45,,1,,,,,st.
132,65,0,I QUARTIERE URBANO Zliten . . . . . . . ISRAELITI st,locality,st,136,606,307,,1,Zlìten,zliten,Misrata,LY0214,I QUARTIERE URBANO Zliten . . . . . . . ISRAELITI..... st.
132,65,0,"RAMO EL-BRÀHMA U ost, Bu Gerida Bràhma el-Uost . st",subtotal,st,644,2318,1191,136,1,,,,,"RAMO EL-BRÀHMA: U ost, Bu Gerida Bràhma el-Uost . st."
132,65,0,Zdù . . Bràhma Zdù . . st,locality,st,232,878,429,53,1,,,,,Zdù . . Bràhma Zdù . . st.
132,65,0,RAMO ULAD GHET el-Bògga Ulàd Ghet Uost. st,subtotal,st,417,1585,816,58,1,,,,,RAMO ULAD GHET: el-Bògga Ulàd Ghet Uost. st.
132,65,0,Zdù . . Ulàd Ghet Zdù. st,locality,st,321,1183,605,91,1,,,,,Zdù . . Ulàd Ghet Zdù. st.
132,65,0,RAMO ULÀD ESC SCECH (b) Ulàd esc-Scech Ulàd Ahmèd • . . . . st,subtotal,st,419,1590,775,44,1,,,,,RAMO ULÀD ESC SCECH: (b) Ulàd esc-Scech Ulàd Ahmèd • . . . . st.
132,65,0,el-Hòrm . . . . . Ulàd esc-Scech Ulàd Amòr • . . . . st,locality,st,358,1375,675,72,1,,,,,el-Hòrm . . . . . Ulàd esc-Scech Ulàd Amòr • . . . . st.
132,65,0,Ul. àd esc-Scech Ulàdi (l3,locality,st,331,1243,601,,1,,,,,Ul. àd esc-Scech Ulàdi st. (l3
132,65,0,Abdàlla I sn,locality,sn,65,264,127,7,1,,,,,Abdàlla I sn.
132,65,0,er-Rghiga Ulàd esc-Scech er Rghiga . . . . . . st,locality,st,255,884,450,,1,,,,,er-Rghiga; Ulàd esc-Scech er Rghiga . . . . . . st.
132,65,0,Zdù . . Ulàd esc-Scech Zdù st,locality,st,176,620,310,,1,,,,,Zdù . . Ulàd esc-Scech Zdù st.
132,65,0,OAB. DI OOLOGHLI el-Bàza. Oologhiia U ost,census_1931,st,177,652,342,38,1,,,,,OAB. DI OOLOGHLI: st. el-Bàza. Oologhiia U ost
132,65,0,OAB. VARIE i Zdù . . . . . . . . el-Hauàmel,census_1931,st,119,446,217,26,1,,,,,"OAB. VARIE: i st, Zdù . . . . . . . . el-Hauàmel"
132,65,0,1 sn,locality,sn,58,248,111,13,1,,,,,'1 sn.
132,65,0,el-Msàrta _ i .st,locality,st,159,562,262,41,1,,,,,el-Msàrta _ i .st.
132,65,0,1 sn,locality,sn,19,53,23,2,1,,,,,'1 sn.
132,65,0,(I),locality,,134,383,245,124,1,,,,,(I)
132,65,0,"ALTRI CENSITI. TERRITORIO DI EL-FuATìR. . . . . . . . 3.369 14.538 '7.0M \91 Oens. 1931 (*) . ""I",census_1931,,3685,13143,6344,,1,,,,,"ALTRI CENSITI. TERRITORIO DI EL-FuATìR. . . . . . . . 3.369 14.538 '7.0M :\91 Oens. 1931 (*) . ""I"
132,65,0,RAMO EL-FuATiR (b) Sidi Ali ben Grèbi. el-Iaaghib. st,subtotal,st,273,1007,474,16,1,,,,,RAMO EL-FuATiR: (b) Sidi Ali ben Grèbi. el-Iaaghib. st.
132,65,0,"ed-Dehèra el-Atàia, . st",locality,st,432,1576,780,23,1,,,,,"ed-Dehèra el-Atàia, . st."
132,65,0,Sidi Shahim el-Abàdla. st,locality,st,299,1096,522,46,1,Sìdi Shahim,zliten,Misrata,LY0214,Sidi Shahim el-Abàdla. st.
132,65,0,ed-Dehèra es-Sofràn . st,locality,st,316,1151,560,47,1,,,,,ed-Dehèra es-Sofràn . st.
132,65,0,el-Hagiàhgia,locality,,140,498,255,25,1,,,,,el-Hagiàhgia
132,65,0,el-Fogàa . '/ t,locality,,560,2098,1033,52,1,,,,,el-Fogàa . '/ :t
132,65,0,es-Sgha. . Sn,locality,sn,41,180,89,4,1,,,,,es-Sgha. . Sn.
132,65,0,n,locality,n,16,72,28,,1,,,,,n.
132,65,0,(I) Giuàuba '1 1. n5 6~,locality,st,603,2327,,,1,,,,,(I) Giuàuba '1 st. 1. n5 6~
132,65,0,Sidi Abdennùr el-Ohzùr . st,locality,st,249,923,458,38,1,Sìdi Abdennùr,zliten,Misrata,LY0214,Sidi Abdennùr el-Ohzùr . st.
132,65,0,RAMO EL-AMÀIEM 2J,subtotal,,7,,13,,0,,,,,RAMO EL-AMÀIEM : 2J
132,65,0,Grènna Accàsc (C).! ~!~,locality,,105,389,187,18,1,,,,,Grènna Accàsc (C).! ~!~
132,65,0,lE,locality,,,77,39,1,1,,,,,lE
132,65,0,Grènna Dhedih (c) ~. l st·1,locality,,186,672,346,22,1,,,,,Grènna Dhedih (c); ~. l st·1
132,65,0,Uàdi Màger,locality,,6,27,13,,1,Uàdi Màger,zliten,Misrata,LY0214,Uàdi Màger . . . . .
132,65,0,l 1\,locality,st,28,128,57,,1,,,,,l st. 1\
132,65,0,el-Gedaiàt . . sn,locality,sn,316,1262,614,17,1,,,,,el-Gedaiàt . . sn.
132,65,0,n,locality,n,28,104,49,1,1,,,,,n.
132,65,0,1 st,locality,st,4,11,4,,1,,,,,.1 st.
132,65,0,Ulàd Ahmèd sn,locality,sn,242,916,428,12,1,,,,,Ulàd Ahmèd sn.
132,65,0,TERRITORIO DI SUGH EL-GIÙMAA,subtotal,,2696,9483,4725,779,1,,,,,TERRITORIO DI SUGH EL-GIÙMAA. . . . . .
132,65,0,Oens. 1931 (*),census_1931,,2294,8649,4316,,1,,,,,Oens. 1931 (*)
132,65,0,RAMO EL-BRÀHMA ) Brahàmet el-GiùnIaa lR1,subtotal,st,,630,319,,1,,,,,RAMO EL-BRÀHMA : ) Brahàmet el-GiùnIaa st. lR1
132,65,0,Sugh el-GiùnIaa. . . RAMO ULAD GHET Ulàd Ghet GiùnIaa. st,subtotal,st,,,804,,0,,,,,Sugh el-GiùnIaa. . . RAMO ULAD GHET: Ulàd Ghet GiùnIaa. st.
132,65,1,"I - - - - - - - - -c - - - - - - - I - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ---------------I------------~ - - ~--- - - - - ~--- ~-- D -+_~6_~-7~~----~--~---~-----~2~----~3~-~4-+_-5~~~6~~~7--, Segue TERRITORIO DI SUGH EL-GIÙMAA RAMO EL-FERGIÀN' Sidi el-Hag Amèr. . . el-Fergiàn (d) sn",locality,sn,326,1020,503,152,1,,,,,"I - - - - - - - - -c - - - - - - - I - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ---------------I------------~ - - ~--- - - - - ~--- ~-- D -+_~6_~-7~~----~--~---~-----~2~----~3~-~4-+_-5~~~6~~~7--, Segue: TERRITORIO DI SUGH EL-GIÙMAA RAMO EL-FERGIÀN': Sidi el-Hag Amèr. . . el-Fergiàn (d) sn."
132,65,1,RAMO ULÀD ESC SCECH (b) Sidi AbdussaÙlla_ . . Ulàd esc-Scech Giù maa • . . . . st,subtotal,st,356,1287,611,52,1,,,,,RAMO ULÀD ESC SCECH: (b) Sidi AbdussaÙlla_ . . Ulàd esc-Scech Giù maa • . . . . st.
132,65,1,RAMO EL-AMÀIEM Sldi et-Tagiùri Ulàd Iàhia . . . i st,subtotal,st,1,9,5,,1,,,,,RAMO EL-AMÀIEM: Sldi et-Tagiùri Ulàd Iàhia . . . i st.
132,65,1,1 sn,locality,sn,177,651,318,22,1,,,,,'1 sn.
132,65,1,2.054 Uàdi Màger. en-Nasciàuna . . sn,locality,sn,190,728,343,14,1,Uàdi Màger,zliten,Misrata,LY0214,2.054 Uàdi Màger. en-Nasciàuna . . sn.
132,65,1,OAB. DI OOLOGHLI el-Gòsba . . . . . Oologhlia GiùnIaa st,census_1931,st,808,2941,1480,197,1,,,,,OAB. DI OOLOGHLI: el-Gòsba . . . . . Oologhlia GiùnIaa st.
132,65,1,Ziàinet el-GiÙmaa. Ziàinet GiùnIaa su,locality,,133,470,232,41,1,,,,,Ziàinet el-GiÙmaa. Ziàinet GiùnIaa su.
132,65,1,OAB. VARIE Sidi Scetèui. . . . . Ulàd Sciocòr . . . st,census_1931,st,67,218,110,31,1,,,,,OAB. VARIE: Sidi Scetèui. . . . . Ulàd Sciocòr . . . st.
132,65,1,CIRCONDARIO DI MISURATA 19.749 75.931,subtotal,,,,37672,6013,0,,,,,CIRCONDARIO DI MISURATA 19.749 75.931
132,65,1,Residenza di Misurata (e) 11.869 48.305 24.003,subtotal,,,,,1698,0,,,,,Residenza di Misurata (e) 11.869 48.305 24.003
132,65,1,MISURATA • . . . . . . . . Ce'ns i931'(*),census_1931,,2000,8101,3959,438,1,,,,,MISURATA • . . . . . . . . Ce'ns: i931'(*)
132,65,1,,locality,,1064,4781,2320,,1,,,,,
132,65,1,RAMO AHÀLI el-Cuàfi . . . . . st,subtotal,st,318,1342,655,,1,,,,,RAMO AHÀLI: el-Cuàfi . . . . . st.
132,65,1,OAB. MARABUTICHE Debàbsa . . . . st,census_1931,st,290,1153,538,,1,,,,,OAB. MARABUTICHE: Debàbsa . . . . st.
132,65,1,~~ Misurata. . . . . . OAB. DI OOLOGHLI el-Magàuba . st,locality,st,243,1065,524,,1,Misurata,misurata,Misrata,LY0214,~~ Misurata. . . . . . OAB. DI OOLOGHLI: el-Magàuba . st.
132,65,1,ed-Dràdfa . . st,locality,st,313,1379,677,,1,,,,,ed-Dràdfa . . st.
132,65,1,ISRAELITI • . . st,quarter,st,203,838,431,,1,,,,,ISRAELITI • . . st.
132,65,1,ALTRI CENSITI. st,quarter,st,633,2324,1134,412,1,,,,,ALTRI CENSITI. st.
132,65,1,EL-MADANìA . . . . . . . . . . . . . . . 2.642 10.801,locality,,,,5476,412,0,el- Madanìa,misurata,Misrata,LY0214,EL-MADANìA . . . . . . . . . . . . . . . 2.642 10.801
132,65,1,Oen.9. 1931 (*) .2.098,census_1931,,,9578,4749,,1,,,,,Oen.9. 1931 (*) :.2.098
132,65,1,RAMO AHÀLI Ghzir el-Ghibli st,subtotal,st,106,439,234,23,1,,,,,RAMO AHÀLI: Ghzir el-Ghibli st.
132,65,1,G hzir el-Bàhri. st,locality,st,140,597,299,33,1,,,,,G hzir el-Bàhri. st.
132,65,1,Za=ùra • . . st,locality,st,198,827,420,21,1,,,,,Za=ùra • . . st.
132,65,1,ez-Zuauia . . . st,locality,st,63,253,134,12,1,,,,,ez-Zuauia . . . st.
132,65,1,el-Matàrda • 106,locality,st,52,236,,5,1,,,,,el-Matàrda • .. st. 106.
