centre_code,centre_name,mahalla_ar,city_ar,baladiya_ar,read_by,source_document,source_sha256
14280,صقور قر ج,الشارع الغر ن,طرابلس,ج األندلس,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14281,الح الصناع,الكراوة,طرابلس,القره بولل,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14282,وج السماء,العطايا,طرابلس,القره بولل,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14283,الحديبية,الشقية,طرابلس,القره بولل,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14284,االنشاح,ع ي زاره الشما ل,طرابلس,ع ي زارة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14285,ذو النورين,فطرة,طرابلس,ع ي زارة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14286,الفرقان,البدري,طرابلس,ع ي زارة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14287,الطليعة,البدري,طرابلس,ع ي زارة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14288,الرشيد,الهضبة الشقية,طرابلس,ع ي زارة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14289,عبدالرحمن التاجوري,ال تهانية,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14290,الواحة,ال تهانية,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14291,دمحم سالم الزروق,الحميدية,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14292,السبابيل,الوادى الشق,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14293,ابن العر ن,الوادى الشق,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14294,بش ت السعداوي,الوادى الغر ن,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14295,اإلصالح,الهضبة الخرصاء,طرابلس,أبوسليم,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14296,7يوليو,ج دمشق,طرابلس,أبوسليم,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14297,الصمود,الزب ت,طرابلس,أبوسليم,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14298,كلية االسنان,ابن منظور,طرابلس,أبوسليم,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14299,السيدة حفصة,ميدان الشهداء,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14300,الرشيد,الحميدية,طرابلس,تاجوراء,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14301,الفيحاء,وسعاية بديري,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14302,حس ي طروشة,فشلوم,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14303,االنوار,ابومليانة,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14304,فتاة الثورة الحرة,المنشية,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14305,شهداء بن عاشور,المنشية,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14306,عل حيدر الساعان,ميدان الشهداء,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14307,شهداء النوفلي ي,النوفلي ي,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14308,شهداء الدامور,الحارات,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14309,احفاد المجاهدين,شهداء الهان,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14310,عثمان زرن,عقبة بن نافع,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14311,االمام نافع الثانوية,رأس حسن,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14312,بنت الوطن,عقبة بن نافع,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14313,االمام قالون,الفتح,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14314,زناته,زناته,طرابلس,سوق الجمعة,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14315,شهداء الرملة,جتور الشقية,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14316,ابطال الثورة,جتور الوسط,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14317,جتور الجديدة,جتور انجيلة,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14318,عبدالكريم الخطا ن,جتور المركز,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14319,العريف الشارف,جتور المركز,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14320,نسيم الحرية,جتور الشقية,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14321,الحشان الشقية,جتور الحشان,طرابلس,جتور,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
14322,زهرات ليبيا,باب بن غش ت,طرابلس,طرابلس المركز,text,تحديث مراكز الاقتراع لسنة 2021 طرابلس,516e23a7fed71477e995cc1a097c2fee6f92422023fa19c6fe4db89b21fb5316
15001,بت تاهللت,العزيزية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15002,الوحدة,العزيزية الشقية,العزيزية الشقية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15003,كلية اللغات,العزيزية الشقية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15004,أبوبكر الصديق,العزيزية الغربية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15005,الزيات,العزيزية الغربية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15006,السعداوي نرص,بت الجديد,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15007,أول نوفمرت,بت الجديد,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15008,القدس الثانوية,العزيزية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15009,أوالد عوين,الساعدية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15010,الرتموك,الساعدية الغربية,الساعدية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15011,حمزة بن عبدالمطلب,العامرية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15012,الساعدية الشقية,الساعدية,العزيزية,العزيزية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15013,جمال عبدالنارص,العامرية,العامرية,العامرية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15014,الرفافية,الرفافية,العامرية,العامرية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15015,العامرية اإلعدادية,العامرية,العامرية,العامرية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15016,الشوق,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15017,السوان الثانوية,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15018,شهداء السوان,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15019,عبدالرحمن الداخل,النجيلة,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15020,السهلة,النجيلة,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15021,الكريمية الثانوية,الكريمية,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15022,الربيع,النجيلة الغربية,النجيلة الغربية,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15023,جامع التوغار الثانوية,جامع التوغار,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15024,غوط أبوساق,غوط ابو ساق,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15025,السوان المركزية,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15026,شهداء الخالصه,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15027,االنتصار,السوان,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15028,شهداء الواجب,جامع التوغار,السوان,سوان بن أدم,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15029,أوفياء ليبيا,الماية,الماية,الماية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15030,بشرت صولة,الماية,الماية,الماية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15031,إبن خلدون للتعليم األساس,الماية,الماية,الماية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15032,الطويبية الثانوية,الطويبية,الماية,الماية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
15033,الطينة الشقية,الطينة,الماية,الماية,text,تحديث مراكز الاقتراع لسنة 2021 العزيزية,8908f508b089dd21b9f231e310ce4de78d0f69ec49f88ab8cb1554cad6cf5b54
