record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb41750790k,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750790k,Cyrénaïque,Bibliothèque nationale de France
cb41750794z,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750794z,Cyrénaïque,Bibliothèque nationale de France
cb41750787p,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750787p,Cyrénaïque,Bibliothèque nationale de France
cb417507881,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507881,Cyrénaïque,Bibliothèque nationale de France
cb41750789c,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750789c,Cyrénaïque,Bibliothèque nationale de France
cb41750791x,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750791x,Cyrénaïque,Bibliothèque nationale de France
cb417507928,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507928,Cyrénaïque,Bibliothèque nationale de France
cb41750793m,"[Monnaie : Bronze, Cyrénaïque, Palikanus]",Palikanus (préteur). Autorité émettrice de monnaie,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750793m,Cyrénaïque,Bibliothèque nationale de France
cb41748279d,"[Monnaie : Bronze, Cyrénaïque]",,,-0031-0014,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748279d,Cyrénaïque,Bibliothèque nationale de France
cb417507521,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507521,Cyrénaïque,Bibliothèque nationale de France
cb41750753c,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750753c,Cyrénaïque,Bibliothèque nationale de France
cb41750754q,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750754q,Cyrénaïque,Bibliothèque nationale de France
cb41750765c,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750765c,Cyrénaïque,Bibliothèque nationale de France
cb41750766q,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750766q,Cyrénaïque,Bibliothèque nationale de France
cb417507672,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507672,Cyrénaïque,Bibliothèque nationale de France
cb41750768d,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750768d,Cyrénaïque,Bibliothèque nationale de France
cb417507610,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507610,Cyrénaïque,Bibliothèque nationale de France
cb41750762b,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750762b,Cyrénaïque,Bibliothèque nationale de France
cb41750763p,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750763p,Cyrénaïque,Bibliothèque nationale de France
cb417507552,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507552,Cyrénaïque,Bibliothèque nationale de France
cb41750756d,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750756d,Cyrénaïque,Bibliothèque nationale de France
cb41750757r,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750757r,Cyrénaïque,Bibliothèque nationale de France
cb41750760n,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750760n,Cyrénaïque,Bibliothèque nationale de France
cb417507583,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507583,Cyrénaïque,Bibliothèque nationale de France
cb41750759f,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750759f,Cyrénaïque,Bibliothèque nationale de France
cb41748281z,"[Monnaie : Bronze, Cyrénaïque]",,,-0034--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748281z,Cyrénaïque,Bibliothèque nationale de France
cb417507254,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507254,Cyrénaïque,Bibliothèque nationale de France
cb41750721r,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750721r,Cyrénaïque,Bibliothèque nationale de France
cb417507223,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507223,Cyrénaïque,Bibliothèque nationale de France
cb41750724s,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750724s,Cyrénaïque,Bibliothèque nationale de France
cb417507196,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507196,Cyrénaïque,Bibliothèque nationale de France
cb41750720d,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750720d,Cyrénaïque,Bibliothèque nationale de France
cb41750723f,"[Monnaie : As, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750723f,Cyrénaïque,Bibliothèque nationale de France
cb41750718v,"[Monnaie : Sesterce, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0037--0034,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750718v,Cyrénaïque,Bibliothèque nationale de France
cb449967809,"[Monnaie : Bronze de Cyrène (Cyrénaïque), vers 40-35 av. J.-C.]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-004.--0035,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb449967809,Cyrénaïque,Bibliothèque nationale de France
cb41750770z,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750770z,Cyrénaïque,Bibliothèque nationale de France
cb417507719,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507719,Cyrénaïque,Bibliothèque nationale de France
cb41750769r,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750769r,Cyrénaïque,Bibliothèque nationale de France
cb41750772n,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750772n,Cyrénaïque,Bibliothèque nationale de France
cb417507730,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507730,Cyrénaïque,Bibliothèque nationale de France
cb41750774b,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750774b,Cyrénaïque,Bibliothèque nationale de France
cb41750775p,"[Monnaie : Bronze, Cyrénaïque, Antoine]","Antoine, Marc (0083?-0030 av. J.-C.). Autorité émettrice de monnaie; Cléopâtre VII (0069-0030 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie",,-0042--0031,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750775p,Cyrénaïque,Bibliothèque nationale de France
cb41750715t,"[Monnaie : As, bronze, Gortyne ou Cnossos, Crète pour la Cyrénaïque]","Atelier monétaire antique (Cnossos, Crète). Monétaire; Atelier monétaire antique (Gortyne , Crète). Monétaire",,-0067,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Crète,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750715t,Cyrénaïque,Bibliothèque nationale de France
cb41750717h,"[Monnaie : As, bronze, Gortyne ou Cnossos, Crète pour la Cyrénaïque]","Atelier monétaire antique (Cnossos, Crète). Monétaire; Atelier monétaire antique (Gortyne , Crète). Monétaire",,-0067,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Crète,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750717h,Cyrénaïque,Bibliothèque nationale de France
cb417507165,"[Monnaie : As, bronze, Gortyne ou Cnossos, Crète pour la Cyrénaïque]","Atelier monétaire antique (Cnossos, Crète). Monétaire; Atelier monétaire antique (Gortyne , Crète). Monétaire",,-0067,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Crète,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507165,Cyrénaïque,Bibliothèque nationale de France
cb41852006k,"[Monnaie : Sesterce, bronze, Cyrène ? Cyrénaïque]","Lollius, L. (propréteur). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0067--0024,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41852006k,Cyrénaïque,Bibliothèque nationale de France
cb439316615,"[Monnaie : Bronze, Crassus, Cyrénaïque, Cyrène]","Crassus, Marcus Licinius (0115?-0053 av. J.-C.). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0100-0294,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb439316615,Cyrénaïque,Bibliothèque nationale de France
cb41750726g,"[Monnaie : Bronze, Cyrène ? Cyrénaïque, L. Lollius]","Lollius, L. (propréteur). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0100-0294,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750726g,Cyrénaïque,Bibliothèque nationale de France
cb417507792,"[Monnaie : Bronze, Cyrène ? Cyrénaïque, Scato]","Scato (00.. av. -J.-C.-00.. ; proconsul). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0100-0294,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507792,Cyrénaïque,Bibliothèque nationale de France
cb417507641,"[Monnaie : Bronze, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0100-0294,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507641,Cyrénaïque,Bibliothèque nationale de France
cb41844588d,"[Monnaie : Bronze, Cyrénaïque, Cyrène]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0100-0294,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41844588d,Cyrénaïque,Bibliothèque nationale de France
cb418481768,"[Monnaie : Demi, bronze, Cyrénaïque, Cyrène ? Ptolémée VII]","Ptolemée VIII (0182?-0116 av. J.-C. ; roi d'Égypte). Autorité émettrice de monnaie; Lagides (dynastie). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0140--0096,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb418481768,Cyrénaïque;Libye,Bibliothèque nationale de France
cb41848337x,"[Monnaie : Bronze, Ptolémée IX, Égypte, Alexandrie]","Ptolémée IX (0143?-0080? av. J.-C. ; roi d'Égypte). Autorité émettrice de monnaie; Lagides (dynastie). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0142--0081,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41848337x,Cyrénaïque,Bibliothèque nationale de France
cb417545695,"[Monnaie : Argent, Cyrénaïque, Bérénice II]",Bérénice II (0270?-0221 av. J.-C. ; reine d'Égypte). Autorité émettrice de monnaie; Lagides (dynastie). Autorité émettrice de monnaie,,-0204--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417545695,Cyrénaïque,Bibliothèque nationale de France
cb41858063v,"[Monnaie : Bronze, Cyrène ? Cyrénaïque, Ptolémée II]","Ptolémée II (0308?-0246 av. J.-C. ; roi d'Égypte). Autorité émettrice de monnaie; Lagides (dynastie). Autorité émettrice de monnaie; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0204--0030,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41858063v,Cyrénaïque,Bibliothèque nationale de France
